ticket_id,customer_id,ticket_date,issue_type
1808,31948,2023-02-28,Inquiry
1809,498,2025-03-18,Complaint
1810,35815,2020-05-29,Complaint
1811,9038,2020-03-20,Inquiry
1812,46344,2025-01-04,Inquiry
1813,4886,2024-08-10,Complaint
1814,20172,2020-05-20,Complaint
1815,23968,2022-11-28,Inquiry
1816,21550,2021-03-26,Inquiry
1817,12577,2022-12-10,Inquiry
1818,41717,2023-04-30,Inquiry
1819,43612,2025-01-10,Inquiry
1820,41027,2022-07-04,Complaint
1821,18289,2022-01-23,Inquiry
1822,11344,2021-06-02,Inquiry
1823,17842,2020-11-20,Inquiry
1824,49278,2020-08-20,Inquiry
1825,6636,2023-04-23,Complaint
1826,13322,2020-10-31,Complaint
1827,2433,2025-03-31,Inquiry
1828,28103,2023-02-09,Inquiry
1829,20399,2020-06-21,Complaint
1830,14599,2023-04-10,Complaint
1831,48494,2023-11-18,Inquiry
1832,958,2021-12-22,Inquiry
1833,1716,2024-07-09,Complaint
1834,12089,2023-01-29,Complaint
1835,38233,2021-10-08,Inquiry
1836,18949,2022-06-03,Inquiry
1837,7879,2022-09-15,Inquiry
1838,20791,2023-12-11,Complaint
1839,25017,2022-06-14,Inquiry
1840,21347,2024-01-31,Complaint
1841,5195,2020-01-21,Complaint
1842,29772,2020-02-16,Inquiry
1843,24823,2022-06-26,Complaint
1844,37415,2022-07-18,Inquiry
1845,80,2023-12-27,Inquiry
1846,8553,2023-08-18,Complaint
1847,27563,2022-12-21,Inquiry
1848,36551,2022-01-23,Complaint
1849,30677,2020-04-21,Inquiry
1850,4618,2024-07-09,Complaint
1851,891,2021-06-11,Inquiry
1852,4434,2023-04-24,Inquiry
1853,27904,2022-09-21,Inquiry
1854,29439,2025-01-11,Complaint
1855,39454,2021-04-20,Inquiry
1856,17005,2023-02-01,Complaint
1857,41455,2024-06-19,Inquiry
1858,11791,2021-09-03,Inquiry
1859,40793,2024-06-08,Inquiry
1860,43036,2021-01-19,Complaint
1861,36193,2023-10-05,Inquiry
1862,38649,2021-05-27,Inquiry
1863,9999,2023-11-24,Complaint
1864,7801,2023-06-14,Complaint
1865,20518,2023-08-30,Inquiry
1866,7523,2024-04-30,Complaint
1867,10528,2020-06-07,Inquiry
1868,2766,2021-04-13,Complaint
1869,8013,2021-08-20,Complaint
1870,47503,2024-02-27,Complaint
1871,37592,2022-04-14,Inquiry
1872,26324,2022-07-20,Inquiry
1873,37695,2020-03-19,Inquiry
1874,31745,2020-08-19,Complaint
1875,12686,2023-01-29,Inquiry
1876,43138,2024-11-19,Inquiry
1877,48136,2021-12-22,Inquiry
1878,40980,2022-04-01,Complaint
1879,44588,2020-07-08,Inquiry
1880,7483,2021-03-16,Complaint
1881,10485,2021-05-08,Complaint
1882,22412,2025-05-26,Complaint
1883,38612,2020-11-28,Complaint
1884,31562,2021-08-19,Complaint
1885,6933,2020-08-24,Inquiry
1886,28867,2022-05-24,Complaint
1887,19588,2021-04-13,Inquiry
1888,30936,2023-05-30,Inquiry
1889,21174,2024-12-23,Inquiry
1890,43237,2025-06-05,Complaint
1891,33435,2020-11-21,Inquiry
1892,19056,2025-06-06,Inquiry
1893,37599,2022-11-19,Inquiry
1894,253,2020-02-01,Inquiry
1895,25290,2025-02-06,Inquiry
1896,34116,2024-05-02,Inquiry
1897,33740,2024-11-02,Inquiry
1898,14415,2025-06-07,Inquiry
1899,10714,2025-04-23,Complaint
1900,27298,2020-12-26,Complaint
1901,37761,2022-11-03,Complaint
1902,17709,2024-04-28,Inquiry
1903,15634,2022-01-27,Inquiry
1904,20335,2024-09-28,Complaint
1905,29951,2024-02-01,Complaint
1906,1330,2023-08-18,Inquiry
1907,11554,2025-04-17,Complaint
1908,12342,2023-05-20,Inquiry
1909,1206,2024-09-28,Inquiry
1910,22836,2023-04-28,Inquiry
1911,3486,2023-06-19,Complaint
1912,33845,2024-10-02,Complaint
1913,3224,2021-04-11,Complaint
1914,19762,2024-02-10,Inquiry
1915,24302,2022-07-17,Complaint
1916,38717,2021-06-24,Complaint
1917,6234,2022-10-17,Inquiry
1918,34806,2025-05-07,Inquiry
1919,30446,2023-12-31,Complaint
1920,1523,2023-10-19,Inquiry
1921,25645,2023-01-02,Inquiry
1922,15957,2024-06-08,Complaint
1923,23277,2023-08-31,Inquiry
1924,17394,2022-11-08,Complaint
1925,13299,2023-10-29,Complaint
1926,9250,2024-10-13,Inquiry
1927,18571,2021-12-06,Inquiry
1928,12205,2023-04-02,Inquiry
1929,20529,2023-07-24,Inquiry
1930,6568,2022-01-11,Inquiry
1931,35763,2022-11-06,Inquiry
1932,27975,2020-09-09,Complaint
1933,42083,2020-03-27,Complaint
1934,14455,2022-04-10,Inquiry
1935,31388,2024-01-12,Inquiry
1936,4030,2024-08-20,Inquiry
1937,7823,2024-10-13,Complaint
1938,44070,2021-09-28,Inquiry
1939,4969,2020-11-25,Inquiry
1940,27441,2023-04-02,Inquiry
1941,42802,2025-04-04,Inquiry
1942,14990,2020-03-20,Complaint
1943,9327,2024-01-04,Inquiry
1944,41588,2022-06-07,Complaint
1945,45078,2024-11-13,Inquiry
1946,41785,2025-01-24,Complaint
1947,29013,2023-04-13,Inquiry
1948,45865,2025-04-07,Complaint
1949,48037,2024-07-22,Inquiry
1950,1897,2023-01-11,Complaint
1951,37065,2021-02-08,Inquiry
1952,40679,2024-10-07,Inquiry
1953,5604,2025-02-07,Inquiry
1954,48671,2020-11-30,Inquiry
1955,42809,2021-06-08,Inquiry
1956,15247,2021-06-04,Inquiry
1957,10330,2023-05-18,Complaint
1958,32029,2022-10-01,Complaint
1959,30171,2022-08-15,Inquiry
1960,17109,2023-09-16,Inquiry
1961,13516,2023-02-19,Inquiry
1962,23587,2020-06-13,Inquiry
1963,11703,2022-06-08,Complaint
1964,44258,2021-01-17,Complaint
1965,29217,2020-05-26,Inquiry
1966,16682,2024-05-24,Complaint
1967,16727,2024-06-22,Complaint
1968,18312,2021-06-11,Complaint
1969,15462,2025-03-20,Complaint
1970,44627,2022-12-01,Complaint
1971,28026,2023-04-01,Inquiry
1972,40947,2023-09-07,Inquiry
1973,47075,2020-06-09,Inquiry
1974,31451,2020-10-30,Complaint
1975,11765,2025-05-21,Inquiry
1976,25471,2023-08-02,Inquiry
1977,4254,2024-01-02,Inquiry
1978,3693,2020-12-07,Complaint
1979,3924,2025-01-01,Inquiry
1980,11338,2020-03-17,Complaint
1981,14617,2022-01-24,Inquiry
1982,34113,2022-04-17,Inquiry
1983,30110,2025-02-14,Complaint
1984,525,2022-05-17,Inquiry
1985,23052,2022-07-16,Inquiry
1986,31046,2024-02-18,Complaint
1987,2633,2023-07-28,Complaint
1988,16934,2021-03-30,Inquiry
1989,12084,2023-03-16,Inquiry
1990,27974,2020-09-08,Inquiry
1991,19455,2021-07-17,Inquiry
1992,1059,2023-11-01,Inquiry
1993,14364,2022-01-03,Complaint
1994,5765,2025-05-19,Inquiry
1995,41684,2020-12-30,Inquiry
1996,46358,2020-06-30,Complaint
1997,32947,2022-11-07,Inquiry
1998,7511,2024-07-15,Inquiry
1999,29305,2020-03-28,Inquiry
2000,4300,2021-12-02,Inquiry
2001,23471,2023-10-26,Complaint
2002,10081,2020-11-18,Inquiry
2003,41590,2021-03-28,Inquiry
2004,24953,2022-09-11,Inquiry
2005,35268,2024-05-28,Inquiry
2006,2479,2021-12-11,Complaint
2007,18288,2021-03-06,Inquiry
2008,14567,2023-07-27,Inquiry
2009,48380,2023-03-20,Inquiry
2010,7240,2022-10-19,Inquiry
2011,6390,2020-05-31,Complaint
2012,41264,2021-06-26,Complaint
2013,6578,2024-05-10,Inquiry
2014,15153,2023-03-15,Inquiry
2015,43468,2025-04-17,Inquiry
2016,33982,2021-02-05,Complaint
2017,32035,2020-11-24,Inquiry
2018,38472,2022-11-25,Inquiry
2019,23813,2024-08-12,Inquiry
2020,28748,2020-03-19,Inquiry
2021,22746,2023-01-15,Inquiry
2022,47013,2022-01-06,Inquiry
2023,38377,2020-07-25,Inquiry
2024,11593,2023-08-28,Complaint
2025,38057,2020-08-22,Inquiry
2026,30556,2022-01-06,Complaint
2027,40573,2021-07-23,Complaint
2028,8232,2021-02-11,Complaint
2029,48186,2021-12-18,Inquiry
2030,20168,2020-05-22,Complaint
2031,11522,2024-05-03,Inquiry
2032,28850,2020-03-06,Inquiry
2033,30453,2025-04-21,Complaint
2034,895,2023-10-27,Complaint
2035,8303,2023-09-23,Complaint
2036,42101,2022-10-17,Inquiry
2037,21912,2020-05-29,Inquiry
2038,603,2023-11-21,Complaint
2039,43297,2021-12-11,Inquiry
2040,16326,2021-10-02,Complaint
2041,13790,2023-02-27,Inquiry
2042,11162,2023-01-15,Complaint
2043,35278,2023-12-29,Inquiry
2044,47327,2020-08-08,Inquiry
2045,45584,2022-01-21,Inquiry
2046,4117,2024-02-17,Complaint
2047,22914,2020-08-13,Inquiry
2048,17339,2023-02-06,Inquiry
2049,35975,2024-04-12,Inquiry
2050,27610,2024-04-03,Inquiry
2051,1746,2025-06-17,Complaint
2052,16897,2020-09-06,Inquiry
2053,4315,2025-04-25,Inquiry
2054,36616,2025-01-12,Complaint
2055,35686,2021-07-11,Inquiry
2056,13186,2020-04-28,Inquiry
2057,36116,2024-03-19,Inquiry
2058,17102,2021-05-20,Complaint
2059,27555,2023-12-23,Inquiry
2060,40892,2022-09-26,Complaint
2061,47647,2023-07-18,Inquiry
2062,27305,2022-06-16,Complaint
2063,6595,2022-03-30,Inquiry
2064,40776,2020-08-08,Inquiry
2065,45018,2022-07-05,Inquiry
2066,31759,2025-02-01,Inquiry
2067,16229,2020-03-08,Complaint
2068,43215,2020-03-09,Inquiry
2069,33013,2020-08-16,Complaint
2070,11756,2020-07-23,Complaint
2071,44899,2023-01-04,Inquiry
2072,37880,2021-11-25,Inquiry
2073,32294,2025-01-28,Inquiry
2074,25297,2023-01-24,Inquiry
2075,29560,2024-04-16,Inquiry
2076,12404,2020-03-06,Inquiry
2077,9183,2022-04-27,Complaint
2078,38917,2024-03-04,Complaint
2079,13058,2022-06-17,Complaint
2080,31706,2021-06-20,Complaint
2081,12198,2024-01-31,Inquiry
2082,35877,2021-12-07,Inquiry
2083,48266,2022-08-28,Inquiry
2084,33499,2024-05-24,Complaint
2085,30536,2021-07-11,Inquiry
2086,23626,2023-09-30,Complaint
2087,36347,2020-04-01,Inquiry
2088,6243,2020-09-16,Complaint
2089,39064,2020-08-09,Inquiry
2090,33816,2022-06-16,Complaint
2091,39263,2021-11-17,Inquiry
2092,5380,2020-07-18,Inquiry
2093,43048,2025-03-14,Inquiry
2094,21902,2020-07-09,Inquiry
2095,1892,2023-08-18,Inquiry
2096,30490,2025-03-29,Complaint
2097,26508,2023-10-25,Inquiry
2098,3956,2025-06-03,Inquiry
2099,4742,2022-06-28,Inquiry
2100,1563,2023-11-12,Inquiry
2101,25870,2025-01-15,Inquiry
2102,37654,2022-12-16,Inquiry
2103,33201,2023-04-11,Inquiry
2104,44564,2023-06-18,Inquiry
2105,2435,2022-05-14,Inquiry
2106,16512,2024-12-12,Inquiry
2107,6089,2022-11-28,Complaint
2108,20816,2022-09-09,Complaint
2109,49130,2023-03-05,Complaint
2110,33737,2021-04-11,Inquiry
2111,47897,2024-04-30,Complaint
2112,12059,2023-09-05,Complaint
2113,41691,2023-08-24,Complaint
2114,41494,2022-02-01,Complaint
2115,12866,2025-04-22,Inquiry
2116,304,2021-04-18,Complaint
2117,34997,2024-10-11,Inquiry
2118,39031,2023-10-29,Complaint
2119,22401,2020-01-29,Inquiry
2120,39862,2020-02-20,Complaint
2121,45032,2022-11-03,Inquiry
2122,21002,2022-07-20,Inquiry
2123,31500,2020-08-28,Inquiry
2124,933,2024-03-26,Complaint
2125,46382,2023-04-22,Complaint
2126,21265,2020-02-19,Complaint
2127,21232,2025-01-10,Complaint
2128,31387,2021-12-13,Inquiry
2129,7695,2023-12-17,Inquiry
2130,18149,2020-08-18,Inquiry
2131,12717,2024-05-19,Inquiry
2132,49705,2022-11-23,Complaint
2133,4803,2024-04-14,Inquiry
2134,20869,2023-07-24,Inquiry
2135,28066,2024-10-04,Complaint
2136,49599,2024-03-18,Inquiry
2137,47970,2024-11-02,Inquiry
2138,47957,2022-01-16,Inquiry
2139,16525,2021-06-27,Complaint
2140,19033,2024-11-26,Inquiry
2141,31502,2023-04-23,Inquiry
2142,25042,2021-12-08,Inquiry
2143,33597,2022-09-08,Complaint
2144,46840,2022-04-04,Inquiry
2145,33667,2022-10-09,Inquiry
2146,39811,2021-02-10,Complaint
2147,48685,2020-02-19,Complaint
2148,7662,2024-02-16,Inquiry
2149,9696,2024-03-08,Inquiry
2150,22116,2024-03-09,Complaint
2151,6956,2021-10-16,Inquiry
2152,13671,2021-03-09,Inquiry
2153,18725,2022-04-10,Complaint
2154,2147,2024-12-16,Complaint
2155,6427,2020-12-26,Inquiry
2156,17048,2023-04-07,Complaint
2157,2488,2024-05-01,Complaint
2158,38820,2021-02-25,Inquiry
2159,35811,2024-03-21,Complaint
2160,47238,2024-05-20,Complaint
2161,22983,2023-01-22,Inquiry
2162,45262,2023-12-22,Inquiry
2163,31761,2024-04-03,Complaint
2164,35773,2023-08-02,Complaint
2165,20123,2023-02-10,Inquiry
2166,39658,2024-10-18,Inquiry
2167,32766,2020-04-21,Complaint
2168,41004,2020-04-18,Inquiry
2169,17022,2024-12-30,Inquiry
2170,19843,2021-03-13,Complaint
2171,48423,2020-10-11,Complaint
2172,9635,2022-04-15,Inquiry
2173,17602,2020-01-10,Inquiry
2174,46419,2021-08-17,Inquiry
2175,7402,2020-12-17,Inquiry
2176,25559,2025-05-01,Inquiry
2177,11409,2020-02-27,Complaint
2178,33929,2024-05-12,Inquiry
2179,42531,2023-03-11,Complaint
2180,15113,2020-08-16,Inquiry
2181,2883,2025-03-29,Complaint
2182,23040,2021-01-29,Inquiry
2183,26213,2023-01-04,Inquiry
2184,14037,2025-05-14,Complaint
2185,5561,2021-03-28,Inquiry
2186,32988,2023-09-20,Inquiry
2187,24290,2022-11-11,Inquiry
2188,40875,2020-07-15,Inquiry
2189,23446,2022-05-22,Inquiry
2190,49381,2022-10-20,Inquiry
2191,28092,2021-04-07,Inquiry
2192,30878,2023-10-30,Inquiry
2193,28191,2025-06-11,Inquiry
2194,16720,2023-06-26,Inquiry
2195,49652,2025-02-10,Complaint
2196,739,2021-07-20,Inquiry
2197,47169,2024-12-14,Complaint
2198,5825,2024-06-26,Complaint
2199,33495,2020-11-01,Complaint
2200,20178,2021-03-26,Complaint
2201,260,2021-10-30,Complaint
2202,16650,2021-02-11,Inquiry
2203,795,2023-02-06,Inquiry
2204,16495,2020-10-03,Inquiry
2205,10498,2020-08-29,Complaint
2206,18999,2020-12-27,Inquiry
2207,43588,2023-08-11,Inquiry
2208,33192,2024-10-11,Complaint
2209,36705,2020-06-27,Complaint
2210,19945,2023-10-08,Complaint
2211,2696,2020-11-24,Complaint
2212,2319,2023-07-28,Complaint
2213,3133,2023-09-21,Complaint
2214,38023,2020-04-22,Inquiry
2215,12669,2025-02-24,Inquiry
2216,29422,2020-09-30,Inquiry
2217,43486,2021-05-03,Inquiry
2218,2712,2022-01-19,Inquiry
2219,16404,2025-01-21,Inquiry
2220,27191,2024-02-29,Inquiry
2221,20485,2024-05-15,Complaint
2222,29191,2022-10-15,Complaint
2223,30208,2020-08-21,Complaint
2224,21242,2025-04-13,Complaint
2225,33869,2022-02-28,Complaint
2226,34837,2022-12-12,Inquiry
2227,693,2022-03-04,Inquiry
2228,28558,2020-06-27,Inquiry
2229,49789,2023-08-01,Inquiry
2230,18997,2023-01-12,Inquiry
2231,35254,2024-06-18,Inquiry
2232,29976,2023-10-17,Inquiry
2233,13262,2022-09-11,Inquiry
2234,30642,2023-03-22,Inquiry
2235,21382,2024-04-06,Inquiry
2236,7128,2021-08-11,Complaint
2237,12253,2024-01-04,Inquiry
2238,17178,2023-01-04,Inquiry
2239,33186,2020-11-27,Complaint
2240,30764,2023-11-06,Complaint
2241,5573,2025-01-25,Inquiry
2242,1762,2022-11-13,Complaint
2243,39629,2020-12-25,Inquiry
2244,40965,2021-10-05,Inquiry
2245,3541,2020-01-21,Inquiry
2246,12763,2021-11-26,Complaint
2247,2855,2020-03-07,Inquiry
2248,14704,2025-06-04,Inquiry
2249,40501,2024-05-10,Complaint
2250,36104,2024-10-08,Complaint
2251,23748,2024-12-09,Inquiry
2252,37958,2024-08-29,Inquiry
2253,44639,2020-02-09,Inquiry
2254,15173,2024-01-29,Complaint
2255,44908,2025-04-04,Inquiry
2256,23686,2024-05-30,Inquiry
2257,14466,2024-03-25,Inquiry
2258,12545,2024-06-01,Inquiry
2259,30014,2023-06-19,Inquiry
2260,41047,2024-04-27,Inquiry
2261,16110,2020-08-11,Inquiry
2262,4843,2023-09-10,Complaint
2263,42898,2024-08-31,Complaint
2264,44921,2022-12-15,Complaint
2265,20176,2024-03-06,Inquiry
2266,33764,2023-06-21,Complaint
2267,28447,2021-08-10,Inquiry
2268,21526,2024-02-28,Complaint
2269,28027,2025-06-17,Complaint
2270,34824,2023-10-10,Complaint
2271,30694,2025-02-18,Inquiry
2272,13085,2020-06-23,Inquiry
2273,20560,2020-02-09,Complaint
2274,36490,2024-09-15,Inquiry
2275,32696,2022-02-12,Inquiry
2276,32187,2020-03-16,Complaint
2277,31310,2022-01-25,Inquiry
2278,7152,2025-05-08,Inquiry
2279,26336,2020-03-12,Inquiry
2280,31639,2020-07-28,Complaint
2281,45455,2023-08-12,Inquiry
2282,36732,2021-01-07,Complaint
2283,2681,2022-05-22,Complaint
2284,5658,2020-03-20,Inquiry
2285,13452,2025-04-13,Inquiry
2286,29376,2023-01-07,Inquiry
2287,45075,2022-02-14,Inquiry
2288,49,2023-01-07,Complaint
2289,46319,2024-03-11,Complaint
2290,42728,2022-12-21,Complaint
2291,16787,2022-06-01,Complaint
2292,6136,2021-08-02,Inquiry
2293,29024,2022-09-30,Inquiry
2294,21962,2024-06-18,Complaint
2295,49883,2022-08-13,Inquiry
2296,44311,2021-04-01,Complaint
2297,37432,2020-05-06,Complaint
2298,15039,2023-08-10,Complaint
2299,44789,2020-07-03,Inquiry
2300,14272,2024-01-26,Inquiry
2301,18322,2023-12-29,Complaint
2302,17251,2022-08-09,Inquiry
2303,49074,2023-09-04,Complaint
2304,9869,2021-10-26,Inquiry
2305,11074,2021-11-30,Inquiry
2306,47012,2021-12-05,Inquiry
2307,35222,2022-05-08,Inquiry
2308,3711,2020-10-23,Inquiry
2309,23892,2024-01-11,Complaint
2310,10375,2022-09-12,Complaint
2311,30799,2022-06-25,Complaint
2312,24925,2024-04-28,Complaint
2313,4848,2024-05-04,Complaint
2314,25736,2023-04-10,Inquiry
2315,21911,2022-09-07,Complaint
2316,48756,2023-08-20,Inquiry
2317,35469,2022-10-02,Inquiry
2318,11141,2023-12-09,Complaint
2319,48211,2021-04-27,Complaint
2320,40711,2021-02-20,Inquiry
2321,18298,2020-01-21,Complaint
2322,7013,2024-02-08,Inquiry
2323,49545,2024-03-14,Inquiry
2324,21011,2021-07-26,Inquiry
2325,3265,2022-10-27,Inquiry
2326,28907,2020-10-10,Inquiry
2327,41796,2021-10-30,Inquiry
2328,33234,2022-12-09,Inquiry
2329,13767,2025-04-05,Complaint
2330,1747,2023-03-08,Inquiry
2331,47284,2021-10-04,Complaint
2332,37847,2024-12-06,Complaint
2333,2076,2023-06-14,Complaint
2334,2013,2023-12-02,Inquiry
2335,23852,2020-03-26,Inquiry
2336,18800,2021-01-05,Inquiry
2337,44036,2021-05-13,Complaint
2338,3486,2023-09-15,Inquiry
2339,26669,2024-04-07,Complaint
2340,23037,2024-04-29,Inquiry
2341,43834,2023-05-03,Inquiry
2342,35390,2024-09-25,Complaint
2343,8758,2024-04-05,Inquiry
2344,3864,2023-09-13,Inquiry
2345,21984,2020-02-17,Inquiry
2346,19531,2020-01-17,Complaint
2347,1438,2022-02-23,Inquiry
2348,5755,2021-09-16,Inquiry
2349,36570,2020-03-24,Inquiry
2350,44368,2024-09-15,Inquiry
2351,24299,2020-04-13,Complaint
2352,2489,2022-08-23,Inquiry
2353,12926,2020-03-27,Inquiry
2354,32089,2024-01-05,Inquiry
2355,39124,2022-08-25,Inquiry
2356,22666,2020-04-07,Inquiry
2357,46823,2023-10-04,Complaint
2358,4206,2022-04-01,Complaint
2359,23611,2023-04-18,Complaint
2360,47764,2022-09-03,Complaint
2361,19276,2023-06-28,Inquiry
2362,19132,2022-12-03,Complaint
2363,7040,2020-10-08,Inquiry
2364,22160,2022-12-24,Complaint
2365,9039,2020-11-20,Complaint
2366,27838,2023-11-27,Inquiry
2367,31194,2023-11-21,Inquiry
2368,37048,2020-12-15,Complaint
2369,971,2025-01-22,Inquiry
2370,36483,2020-04-25,Complaint
2371,9602,2023-03-30,Inquiry
2372,20652,2024-09-14,Complaint
2373,24189,2024-02-22,Inquiry
2374,25171,2024-08-12,Inquiry
2375,2912,2024-05-22,Inquiry
2376,19543,2023-07-29,Complaint
2377,42997,2023-01-15,Inquiry
2378,23064,2021-05-05,Inquiry
2379,33805,2020-12-05,Complaint
2380,46081,2024-04-22,Inquiry
2381,25639,2022-10-23,Complaint
2382,37253,2020-04-10,Inquiry
2383,32757,2022-12-03,Inquiry
2384,14443,2024-09-24,Inquiry
2385,6285,2023-03-25,Complaint
2386,8165,2024-10-06,Inquiry
2387,11016,2024-02-23,Complaint
2388,46385,2023-03-11,Inquiry
2389,37552,2024-03-09,Complaint
2390,10024,2023-02-24,Complaint
2391,32286,2023-04-12,Inquiry
2392,18092,2020-04-27,Inquiry
2393,32732,2020-01-25,Inquiry
2394,28125,2020-09-26,Inquiry
2395,33845,2025-01-27,Inquiry
2396,22180,2020-08-14,Inquiry
2397,19540,2023-04-12,Inquiry
2398,18501,2020-08-12,Inquiry
2399,21670,2022-02-15,Complaint
2400,32903,2021-09-21,Complaint
2401,14411,2022-01-14,Inquiry
2402,18171,2023-04-17,Inquiry
2403,8395,2024-12-02,Inquiry
2404,5844,2024-07-24,Inquiry
2405,4385,2023-10-15,Inquiry
2406,47951,2021-11-08,Inquiry
2407,33604,2020-02-10,Inquiry
2408,4403,2022-06-17,Inquiry
2409,23946,2025-06-21,Complaint
2410,31654,2024-04-29,Complaint
2411,23464,2023-07-31,Inquiry
2412,11779,2021-07-22,Inquiry
2413,20632,2025-01-21,Complaint
2414,21634,2022-03-14,Complaint
2415,18455,2023-02-08,Complaint
2416,28211,2025-01-30,Complaint
2417,27451,2023-10-06,Inquiry
2418,24618,2025-03-07,Inquiry
2419,48531,2021-12-18,Complaint
2420,49434,2024-02-11,Inquiry
2421,8530,2020-12-27,Inquiry
2422,18560,2025-01-24,Inquiry
2423,33708,2022-01-23,Inquiry
2424,816,2023-09-26,Inquiry
2425,31817,2024-06-18,Complaint
2426,38248,2023-11-09,Complaint
2427,40356,2022-09-12,Inquiry
2428,35593,2024-05-18,Inquiry
2429,22625,2020-03-19,Inquiry
2430,2443,2022-08-20,Inquiry
2431,25066,2022-06-28,Complaint
2432,38057,2024-07-12,Inquiry
2433,16472,2022-11-17,Inquiry
2434,9248,2024-02-24,Complaint
2435,37549,2021-06-02,Inquiry
2436,12193,2022-03-30,Inquiry
2437,10434,2021-03-05,Inquiry
2438,39630,2020-02-20,Complaint
2439,29015,2024-10-24,Inquiry
2440,30820,2021-09-03,Inquiry
2441,2881,2022-08-05,Inquiry
2442,41248,2022-10-01,Complaint
2443,15941,2020-05-06,Inquiry
2444,24484,2022-12-05,Inquiry
2445,27158,2020-01-08,Complaint
2446,20549,2020-02-19,Inquiry
2447,3837,2024-10-30,Complaint
2448,35252,2021-11-23,Inquiry
2449,13379,2021-11-13,Inquiry
2450,26904,2024-07-10,Inquiry
2451,4601,2025-03-26,Complaint
2452,4065,2021-08-07,Inquiry
2453,10588,2022-03-11,Inquiry
2454,36181,2025-05-04,Inquiry
2455,29648,2024-04-22,Complaint
2456,29363,2022-07-14,Complaint
2457,26579,2023-12-18,Inquiry
2458,6758,2020-09-12,Complaint
2459,44536,2025-01-30,Complaint
2460,33362,2024-11-26,Complaint
2461,34988,2021-11-06,Complaint
2462,46090,2023-02-22,Inquiry
2463,2807,2020-07-08,Inquiry
2464,24817,2025-01-10,Inquiry
2465,1569,2024-10-05,Inquiry
2466,783,2023-03-21,Inquiry
2467,10237,2023-03-21,Complaint
2468,25548,2023-05-30,Inquiry
2469,33970,2022-10-20,Inquiry
2470,34425,2022-12-12,Inquiry
2471,30593,2022-11-25,Complaint
2472,21286,2021-06-26,Complaint
2473,19042,2020-02-16,Inquiry
2474,29196,2020-08-06,Inquiry
2475,16670,2020-12-27,Inquiry
2476,9995,2023-11-15,Complaint
2477,45129,2020-11-02,Inquiry
2478,11308,2024-06-18,Complaint
2479,45230,2023-03-25,Inquiry
2480,26183,2022-12-24,Inquiry
2481,46801,2022-03-03,Complaint
2482,43034,2025-04-12,Inquiry
2483,1307,2024-03-12,Complaint
2484,31713,2025-01-02,Inquiry
2485,18727,2021-09-08,Complaint
2486,49541,2020-09-05,Complaint
2487,17893,2022-02-01,Inquiry
2488,20169,2021-08-13,Complaint
2489,40151,2023-01-28,Complaint
2490,38652,2024-08-27,Inquiry
2491,18142,2023-09-29,Inquiry
2492,49665,2025-04-21,Complaint
2493,37640,2022-12-19,Complaint
2494,28417,2022-05-22,Inquiry
2495,32007,2025-05-04,Inquiry
2496,9126,2024-08-17,Complaint
2497,33083,2023-07-21,Complaint
2498,26947,2024-06-03,Inquiry
2499,490,2020-11-22,Inquiry
2500,48509,2023-04-02,Inquiry
2501,6408,2023-03-15,Complaint
2502,49186,2022-04-18,Complaint
2503,24232,2024-04-22,Complaint
2504,19242,2023-08-19,Inquiry
2505,45792,2024-01-12,Inquiry
2506,26016,2023-08-08,Complaint
2507,12229,2022-12-05,Inquiry
2508,47707,2023-05-23,Inquiry
2509,4458,2023-12-23,Inquiry
2510,23925,2020-09-19,Inquiry
2511,40631,2024-03-02,Inquiry
2512,42636,2021-10-06,Complaint
2513,38858,2024-02-06,Inquiry
2514,47873,2022-08-29,Inquiry
2515,36437,2023-09-09,Inquiry
2516,39035,2022-02-27,Complaint
2517,16263,2022-03-27,Inquiry
2518,31626,2025-05-13,Inquiry
2519,21969,2023-06-28,Complaint
2520,5374,2021-12-16,Inquiry
2521,26032,2021-03-01,Complaint
2522,47041,2023-10-23,Inquiry
2523,26538,2025-06-14,Inquiry
2524,39693,2025-05-04,Inquiry
2525,20631,2021-02-11,Inquiry
2526,20977,2021-10-26,Complaint
2527,47417,2024-07-20,Inquiry
2528,42204,2024-09-11,Inquiry
2529,2282,2022-10-03,Complaint
2530,1811,2021-06-30,Inquiry
2531,49802,2020-03-08,Inquiry
2532,27474,2021-08-03,Inquiry
2533,24456,2023-09-10,Inquiry
2534,32144,2023-03-13,Complaint
2535,48500,2024-02-11,Complaint
2536,13475,2023-02-23,Inquiry
2537,45804,2024-01-27,Complaint
2538,10042,2021-03-01,Inquiry
2539,26865,2021-04-29,Inquiry
2540,19888,2022-12-12,Inquiry
2541,432,2020-12-30,Inquiry
2542,29559,2020-10-28,Complaint
2543,8727,2020-10-24,Inquiry
2544,25448,2021-02-05,Inquiry
2545,14647,2020-01-17,Complaint
2546,41973,2021-05-30,Complaint
2547,33530,2025-03-28,Inquiry
2548,2994,2024-04-17,Inquiry
2549,41142,2021-12-11,Inquiry
2550,4423,2020-06-03,Complaint
2551,33527,2023-12-06,Inquiry
2552,18070,2020-11-26,Inquiry
2553,26513,2023-06-12,Inquiry
2554,10317,2022-05-31,Inquiry
2555,16742,2025-05-23,Inquiry
2556,16560,2020-08-20,Complaint
2557,25806,2020-02-19,Inquiry
2558,21191,2024-11-19,Complaint
