transaction_id,customer_id,transaction_date,amount
7299,287,2022-04-27,7062.99
7300,12263,2024-12-02,9456.24
7301,35931,2023-10-11,8902.68
7302,35363,2025-03-26,126.98
7303,5694,2023-10-06,7814.08
7304,9134,2023-02-08,5894.34
7305,22680,2021-08-26,4411.63
7306,37441,2020-10-17,2943.07
7307,10461,2020-09-29,2041.85
7308,9050,2021-11-17,8835.29
7309,46380,2020-10-12,3694.37
7310,9779,2022-01-25,4537.0
7311,23148,2020-01-09,7158.83
7312,856,2022-03-01,7879.77
7313,15022,2022-12-04,6291.11
7314,38689,2022-12-24,4253.51
7315,42176,2023-03-09,734.46
7316,42663,2020-12-02,6155.75
7317,13055,2021-11-16,8478.14
7318,22586,2021-11-03,551.09
7319,12147,2024-07-21,3596.7
7320,29722,2023-07-25,2551.73
7321,22770,2022-10-30,5449.13
7322,17227,2023-10-01,207.28
7323,36605,2023-11-22,8837.44
7324,46173,2023-05-25,7937.55
7325,11971,2024-02-27,1131.39
7326,24803,2024-08-01,8935.23
7327,1606,2023-11-27,7696.91
7328,36600,2023-06-12,9570.82
7329,19017,2023-08-23,2660.63
7330,25343,2022-11-17,8566.54
7331,4872,2020-10-09,1541.49
7332,23131,2021-05-22,6993.22
7333,13438,2022-01-28,810.98
7334,39411,2022-06-25,7170.51
7335,43845,2020-05-29,1602.41
7336,15382,2023-03-22,7376.61
7337,49132,2022-09-16,4453.33
7338,7325,2024-12-15,1432.79
7339,26271,2024-01-11,5756.33
7340,8454,2022-07-23,344.55
7341,47214,2023-07-10,2448.33
7342,42759,2023-06-26,2993.37
7343,41461,2025-04-09,9921.45
7344,40801,2024-07-30,7965.39
7345,43983,2024-07-11,3189.33
7346,26637,2022-07-02,3713.11
7347,12351,2023-12-09,4439.38
7348,46433,2024-09-29,7909.67
7349,46099,2025-01-27,6840.26
7350,49733,2020-11-12,5462.81
7351,21654,2020-06-22,4525.55
7352,34620,2020-09-01,2617.34
7353,22294,2020-12-07,4589.61
7354,18524,2020-01-09,7786.31
7355,22367,2021-04-23,4532.21
7356,19601,2020-01-22,5286.6
7357,26558,2025-01-18,3451.84
7358,6279,2020-10-03,4906.41
7359,49693,2022-07-19,7623.24
7360,20717,2022-02-05,9228.76
7361,1736,2022-07-13,5008.95
7362,11012,2023-01-13,1565.95
7363,5707,2020-02-22,7765.23
7364,22203,2024-05-16,7612.16
7365,37929,2024-09-17,6790.8
7366,25404,2022-12-20,5874.33
7367,39371,2021-11-05,3272.88
7368,41925,2022-05-04,7506.39
7369,38890,2021-02-27,9842.18
7370,40678,2023-01-10,4745.39
7371,37488,2021-07-24,1711.73
7372,14540,2022-05-04,2327.12
7373,32296,2022-02-07,2646.18
7374,21977,2024-03-02,6397.2
7375,6829,2023-04-10,7692.4
7376,47693,2020-02-27,3558.61
7377,14384,2023-05-20,7344.02
7378,29786,2020-06-30,971.19
7379,42507,2024-10-09,8981.52
7380,7656,2025-04-12,770.19
7381,29463,2024-12-21,8043.29
7382,4045,2022-07-22,7131.6
7383,31265,2021-02-12,6489.1
7384,46196,2021-04-30,701.98
7385,49180,2020-01-07,5241.23
7386,42099,2021-03-05,1314.46
7387,2948,2023-09-21,4450.25
7388,12508,2021-09-21,1779.65
7389,38643,2024-04-19,1630.73
7390,48307,2022-10-15,5765.43
7391,10634,2023-01-23,2909.74
7392,49137,2025-06-03,7730.5
7393,39732,2022-10-21,2602.35
7394,18194,2023-11-28,3424.42
7395,8898,2024-11-11,5958.2
7396,18088,2024-01-05,182.43
7397,3094,2024-10-20,8431.65
7398,7269,2025-06-07,1007.22
7399,32096,2025-01-02,366.59
7400,32586,2023-12-02,7754.1
7401,28521,2024-07-06,8017.49
7402,36016,2024-07-26,6406.44
7403,16656,2025-04-14,8332.33
7404,5169,2023-10-31,9180.93
7405,22522,2025-05-08,2322.37
7406,24165,2024-04-13,4547.89
7407,6719,2025-03-24,4108.24
7408,13224,2021-10-24,1767.0
7409,47416,2021-04-02,2726.84
7410,42338,2022-09-16,4149.55
7411,47980,2024-10-24,1105.7
7412,19277,2025-04-27,7591.86
7413,1968,2023-01-06,6127.64
7414,29733,2023-10-26,9235.7
7415,9100,2020-05-04,408.99
7416,37583,2022-04-22,6539.65
7417,3806,2025-01-30,7873.66
7418,39266,2024-09-03,5153.31
7419,34336,2022-07-10,9661.54
7420,24940,2023-04-22,479.46
7421,21066,2024-04-04,5290.72
7422,38165,2020-11-17,3197.85
7423,203,2022-11-22,9738.11
7424,1932,2023-12-25,9574.18
7425,23473,2022-10-01,1059.35
7426,27133,2024-03-05,3992.28
7427,41575,2025-01-10,2284.5
7428,37039,2021-11-15,8316.4
7429,38141,2021-12-21,9126.45
7430,13666,2023-05-06,8866.0
7431,28454,2024-12-08,3634.03
7432,19822,2021-12-19,3091.67
7433,33946,2020-11-07,6795.18
7434,42280,2020-11-18,9317.41
7435,40592,2022-07-06,711.2
7436,19378,2025-05-11,668.85
7437,26141,2025-02-19,4095.18
7438,2413,2024-10-28,4242.93
7439,25510,2022-05-25,4979.3
7440,41226,2020-02-12,5043.04
7441,27607,2024-06-14,4695.69
7442,16892,2021-01-24,7848.23
7443,17772,2022-06-25,7671.44
7444,4030,2021-06-12,7531.88
7445,16635,2020-08-15,3333.03
7446,8678,2020-08-10,282.3
7447,32965,2024-06-30,8242.22
7448,5486,2023-11-21,9278.79
7449,28193,2021-05-18,5783.72
7450,27627,2020-06-24,1292.79
7451,11799,2023-05-29,1663.7
7452,14591,2021-02-25,8582.03
7453,37974,2022-05-01,6662.96
7454,43876,2023-08-10,2535.98
7455,10421,2023-08-21,1946.32
7456,28526,2023-01-27,2991.7
7457,34965,2023-06-08,3149.09
7458,39461,2025-01-30,8192.17
7459,18329,2022-05-25,8981.99
7460,17447,2025-01-15,2591.51
7461,12843,2021-06-08,2000.26
7462,1230,2022-05-08,5574.47
7463,31742,2020-05-10,5718.27
7464,41186,2020-07-30,2346.12
7465,35254,2022-11-17,8199.09
7466,30752,2025-02-04,9208.6
7467,32382,2025-05-19,905.59
7468,40031,2020-10-28,7618.35
7469,1457,2021-10-10,5064.89
7470,24578,2021-03-21,2036.64
7471,34303,2025-01-10,4349.53
7472,24879,2024-08-23,5110.95
7473,4583,2021-05-30,5900.67
7474,35427,2023-11-21,434.2
7475,46615,2022-12-11,6996.2
7476,24966,2024-08-28,5135.62
7477,28501,2025-01-30,6434.2
7478,23258,2023-08-18,8513.75
7479,10974,2021-04-17,5698.85
7480,2560,2025-04-04,8965.72
7481,39722,2021-11-02,7951.3
7482,42997,2020-12-27,6333.85
7483,17374,2023-04-15,5856.33
7484,32693,2021-06-14,4378.54
7485,2698,2024-06-04,8809.01
7486,48338,2021-05-24,4193.43
7487,35952,2023-04-18,305.66
7488,49892,2023-12-17,434.17
7489,40681,2023-04-28,9263.02
7490,49655,2021-07-06,1276.16
7491,38450,2022-04-23,7890.59
7492,47435,2023-03-17,8514.49
7493,45448,2024-04-06,5557.72
7494,31489,2024-11-07,8415.54
7495,22216,2024-08-21,1152.98
7496,23237,2021-09-01,9990.49
7497,6595,2020-03-27,6012.61
7498,41243,2021-09-11,8544.41
7499,31085,2020-11-07,2805.01
7500,41149,2020-10-01,3181.39
7501,20144,2023-02-10,1620.42
7502,17324,2025-01-31,7194.64
7503,21416,2020-11-17,333.7
7504,31597,2020-10-20,1170.58
7505,23179,2021-07-04,1812.3
7506,3940,2024-10-30,6941.1
7507,35430,2025-06-18,6578.76
7508,42783,2024-04-12,6252.91
7509,34748,2021-06-06,4183.57
7510,41368,2024-11-04,9351.84
7511,42302,2022-05-30,9633.34
7512,43509,2023-01-21,3759.65
7513,48480,2021-06-16,5309.87
7514,29030,2021-10-30,6974.51
7515,41233,2021-08-27,2752.5
7516,2915,2022-10-18,7652.89
7517,33804,2022-09-26,7718.19
7518,33959,2021-07-07,5058.67
7519,33037,2021-10-13,4215.19
7520,32768,2020-01-02,6444.94
7521,18526,2020-02-09,261.58
7522,22291,2023-01-30,8572.69
7523,1337,2020-11-14,8659.34
7524,12524,2021-11-03,5101.34
7525,20540,2022-05-26,264.96
7526,44779,2022-07-30,3777.05
7527,17080,2022-02-16,4605.75
7528,1384,2021-05-03,8421.43
7529,31977,2022-06-25,439.22
7530,36740,2022-11-05,5127.97
7531,11911,2020-09-20,4649.37
7532,31465,2022-12-06,2294.8
7533,10327,2022-06-03,2509.85
7534,41708,2021-11-16,5851.05
7535,3180,2023-07-07,9690.14
7536,2697,2021-03-03,7950.03
7537,49529,2021-08-26,5051.36
7538,48905,2024-04-01,5783.44
7539,45013,2020-12-03,5784.08
7540,8579,2020-09-01,7044.83
7541,46925,2021-05-31,3439.45
7542,28735,2020-03-12,6793.1
7543,4326,2020-05-05,2617.99
7544,36818,2023-04-19,8049.23
7545,18807,2021-05-31,9409.52
7546,35054,2022-11-24,5653.45
7547,36831,2020-01-23,807.46
7548,39159,2021-10-23,7147.01
7549,8578,2023-10-23,9281.87
7550,48799,2020-04-26,9447.89
7551,33830,2025-06-01,9116.68
7552,17485,2022-04-13,5677.57
7553,26043,2021-11-06,9189.08
7554,9985,2021-08-01,2753.47
7555,20517,2020-01-28,1524.19
7556,4505,2020-08-23,4818.32
7557,15710,2022-09-09,405.78
7558,36418,2021-04-01,864.87
7559,48740,2022-09-05,6053.61
7560,28632,2021-02-10,7069.79
7561,33612,2024-08-03,1473.12
7562,5583,2024-02-26,3479.29
7563,4650,2020-07-19,8097.23
7564,11712,2024-05-23,2089.41
7565,44026,2020-08-19,8916.82
7566,22577,2022-03-08,5659.59
7567,42798,2025-05-29,5974.04
7568,3143,2024-05-14,1585.33
7569,16630,2022-05-04,710.31
7570,5111,2024-06-20,3691.12
7571,47939,2022-07-05,1038.67
7572,22404,2022-05-29,1087.84
7573,14398,2025-02-11,9494.21
7574,29552,2020-02-11,773.18
7575,47643,2023-02-02,4450.15
7576,8534,2025-01-13,7584.82
7577,31601,2025-03-11,2917.57
7578,46458,2024-10-05,5028.37
7579,32401,2020-05-29,3664.24
7580,25302,2024-03-14,7162.3
7581,38836,2022-01-29,6137.05
7582,2887,2025-06-10,3157.88
7583,42440,2023-09-14,6353.49
7584,9939,2023-01-23,130.56
7585,40391,2020-02-19,6743.06
7586,37057,2024-09-22,7839.07
7587,46992,2024-09-07,168.14
7588,23154,2025-01-31,6640.61
7589,15865,2022-05-27,5542.59
7590,25722,2024-01-02,2900.49
7591,10088,2021-07-01,2059.92
7592,17051,2022-08-28,9578.68
7593,49738,2022-03-07,4867.88
7594,33122,2024-02-16,4633.69
7595,10415,2021-09-01,8481.41
7596,30734,2023-04-13,3888.87
7597,27303,2021-09-24,8076.4
7598,3098,2020-02-19,5718.6
7599,24620,2024-03-24,2186.82
7600,9797,2024-05-30,3572.48
7601,30758,2024-06-08,327.78
7602,41484,2021-03-21,4455.3
7603,25705,2024-03-20,9372.75
7604,13676,2022-10-27,6356.36
7605,44305,2022-07-28,5821.39
7606,16064,2022-11-26,8709.64
7607,23640,2025-03-31,1309.78
7608,39563,2023-06-23,7984.48
7609,25234,2024-03-02,7005.97
7610,40612,2021-05-29,5341.71
7611,14083,2024-08-05,3912.88
7612,2387,2021-08-17,451.07
7613,39511,2025-03-19,6218.41
7614,18247,2022-02-09,5736.12
7615,44399,2020-12-05,2918.78
7616,7020,2023-09-20,2818.1
7617,49929,2021-09-05,3640.42
7618,22210,2023-05-11,4390.59
7619,18048,2021-02-01,7407.19
7620,44154,2020-01-04,5171.96
7621,49908,2021-02-22,1587.4
7622,27570,2025-04-11,8924.94
7623,45376,2021-11-05,4844.25
7624,23917,2020-11-19,8983.04
7625,36464,2024-04-20,6168.74
7626,49455,2023-01-06,5734.77
7627,24003,2021-11-14,3408.63
7628,1405,2024-05-18,9715.41
7629,33073,2024-09-26,9834.47
7630,21925,2024-03-08,3692.15
7631,28501,2022-11-09,7916.58
7632,49160,2025-02-06,2772.37
7633,33983,2023-07-01,6176.59
7634,31872,2023-04-23,6741.6
7635,12544,2024-11-26,9845.64
7636,43241,2020-02-24,2953.45
7637,39289,2022-02-20,7088.76
7638,698,2024-07-22,2530.24
7639,14969,2021-07-22,457.58
7640,20386,2020-12-05,2921.68
7641,35495,2020-01-14,7885.51
7642,6800,2022-12-10,9375.46
7643,29511,2023-10-03,358.68
7644,34692,2025-03-09,1209.46
7645,19808,2022-10-01,3761.24
7646,9829,2020-02-27,4579.9
7647,16814,2023-11-01,9288.57
7648,13334,2023-02-16,306.34
7649,38157,2025-03-29,8505.12
7650,42666,2024-12-05,5193.16
7651,28578,2022-05-04,2225.98
7652,6157,2021-04-08,2041.5
7653,46050,2021-07-13,594.84
7654,23453,2021-02-14,2537.0
7655,28542,2024-06-27,9748.36
7656,11183,2021-12-12,7999.9
7657,33989,2022-07-12,9627.72
7658,38495,2024-01-03,1636.8
7659,45323,2022-09-04,5536.65
7660,38719,2021-11-04,9327.92
7661,20326,2021-05-28,6635.45
7662,35891,2022-10-11,298.26
7663,46268,2022-11-13,789.78
7664,303,2020-03-14,4276.36
7665,26628,2023-08-21,3904.99
7666,46855,2022-03-18,8907.96
7667,7511,2020-09-07,7824.55
7668,18463,2022-10-28,1408.31
7669,30326,2023-09-10,986.03
7670,46801,2020-03-07,8682.54
7671,36438,2023-06-02,4552.61
7672,25118,2021-02-17,1776.1
7673,14033,2021-07-17,8996.04
7674,13355,2022-03-17,7231.66
7675,6550,2024-05-25,1722.92
7676,21864,2021-05-07,6102.12
7677,2480,2022-10-19,4745.92
7678,42864,2023-01-13,2636.92
7679,26774,2023-06-07,5951.61
7680,27547,2024-03-28,4458.02
7681,32727,2021-08-23,5660.35
7682,23812,2023-10-30,3001.02
7683,11098,2021-10-03,7279.61
7684,28538,2024-03-13,4323.67
7685,36587,2024-01-13,8149.91
7686,35155,2022-08-19,6120.09
7687,27623,2024-01-26,2510.17
7688,11858,2020-09-27,3474.01
7689,25340,2022-08-12,2937.65
7690,49052,2023-07-21,3657.1
7691,46965,2022-12-28,1797.83
7692,21391,2023-10-01,4808.46
7693,13978,2024-12-26,586.17
7694,27939,2020-03-18,3544.74
7695,12047,2020-05-12,4326.4
7696,4997,2023-12-18,7663.82
7697,8216,2023-11-29,8638.07
7698,24251,2021-12-04,7752.02
7699,15860,2023-10-18,911.2
7700,17392,2022-02-14,6652.64
7701,38239,2024-12-02,8538.1
7702,1118,2024-06-13,5336.14
7703,40059,2020-07-14,9361.4
7704,8229,2025-01-23,8848.0
7705,48057,2021-11-22,8793.33
7706,9045,2025-05-03,9644.11
7707,23692,2022-01-08,7677.12
7708,33402,2022-08-10,6890.45
7709,42213,2023-07-30,7552.47
7710,37283,2025-02-25,3643.78
7711,44950,2023-04-10,182.62
7712,26093,2021-09-10,534.91
7713,22244,2024-05-23,8541.55
7714,21365,2023-10-15,4159.12
7715,24904,2024-08-01,3687.89
7716,32475,2022-02-04,6165.85
7717,29851,2020-02-12,1485.76
7718,23908,2022-10-08,5485.1
7719,33799,2021-09-29,8373.14
7720,43012,2023-08-07,4311.91
7721,29448,2023-11-19,5228.08
7722,26669,2022-09-24,1728.34
7723,26829,2023-06-07,7395.54
7724,9417,2020-11-05,5663.19
7725,39828,2023-08-22,5563.71
7726,14586,2024-03-05,2333.69
7727,11397,2023-04-27,9181.32
7728,686,2023-11-13,3509.68
7729,3141,2022-01-10,9615.88
7730,47395,2023-02-12,3482.93
7731,38849,2020-12-22,9013.09
7732,43663,2020-06-02,5629.35
7733,5649,2020-12-18,734.48
7734,430,2021-11-03,9547.81
7735,23268,2023-03-20,3392.54
7736,12666,2022-08-11,8158.5
7737,22107,2023-05-07,5700.47
7738,11890,2022-09-18,2518.09
7739,27670,2022-06-23,1488.61
7740,44335,2023-07-19,2421.28
7741,30421,2024-01-20,5495.17
7742,47107,2025-05-17,5130.16
7743,35853,2022-01-16,2772.47
7744,45570,2021-06-23,1655.58
7745,9583,2021-02-10,3571.58
7746,13085,2024-08-02,1673.82
7747,45956,2021-07-07,5111.23
7748,48260,2022-10-29,4391.72
7749,11096,2020-02-27,4543.46
7750,7061,2023-10-20,2686.22
7751,26355,2020-11-27,1024.22
7752,23213,2023-05-09,5903.91
7753,39176,2024-08-09,9742.56
7754,12842,2024-08-26,6721.54
7755,21897,2024-02-13,8890.97
7756,45550,2023-09-18,1054.09
7757,22973,2024-05-20,701.69
7758,25428,2022-05-21,7684.14
7759,44357,2024-05-11,4601.36
7760,47098,2025-01-22,8286.41
7761,35683,2021-09-11,4859.75
7762,3997,2020-10-07,839.04
7763,38454,2020-05-20,4592.29
7764,19679,2023-04-25,6694.15
7765,23263,2024-12-09,5213.83
7766,27585,2024-02-13,2249.57
7767,1579,2021-10-28,9248.85
7768,21061,2022-07-24,6687.45
7769,46180,2024-10-30,5312.25
7770,34064,2023-01-11,4801.64
7771,26517,2023-09-27,6164.04
7772,10401,2020-06-28,4699.37
7773,41626,2024-08-07,3153.51
7774,29571,2020-06-27,3947.01
7775,3863,2021-05-28,2004.46
7776,16473,2020-05-19,7637.42
7777,32438,2022-01-06,8081.21
7778,12628,2023-03-25,7371.28
7779,11311,2022-09-12,4685.84
7780,30452,2022-07-09,2227.05
7781,22265,2023-05-28,9629.85
7782,38564,2020-08-10,7730.56
7783,36643,2022-09-30,7781.66
7784,43179,2023-03-28,6282.19
7785,33185,2022-07-11,2893.39
7786,27141,2024-03-02,1911.59
7787,23300,2023-10-19,1208.01
7788,10674,2021-03-18,6270.91
7789,32155,2024-11-27,1873.76
7790,7818,2020-02-04,3813.17
7791,12667,2020-12-18,8214.79
7792,15226,2022-10-21,2969.94
7793,29844,2020-01-09,2730.32
7794,5920,2025-05-06,7201.61
7795,1243,2021-07-09,5254.99
7796,21970,2024-05-07,5667.33
7797,13082,2022-01-10,1376.1
7798,890,2023-04-13,2928.9
7799,40099,2022-09-01,3757.23
7800,42817,2021-12-19,9702.72
7801,45943,2023-02-10,510.47
7802,23226,2024-10-22,8567.12
7803,43014,2021-05-03,1339.64
7804,23602,2021-08-19,9878.62
7805,30766,2022-12-05,2010.15
7806,41177,2022-02-24,2962.13
7807,8538,2020-09-07,8311.52
7808,34197,2025-04-19,3644.29
7809,35424,2022-09-27,6517.85
7810,43033,2024-10-20,5882.44
7811,40809,2021-11-29,6894.27
7812,11766,2024-07-17,8251.44
7813,37951,2020-11-30,3063.63
7814,16723,2025-01-17,8750.84
7815,322,2023-12-31,9753.14
7816,20643,2021-03-19,6759.93
7817,16720,2020-04-20,5704.43
7818,31184,2022-02-15,9836.09
7819,5272,2022-03-06,1007.2
7820,37983,2021-07-31,3907.66
7821,8599,2024-10-14,2436.91
7822,16481,2023-09-16,909.12
7823,18788,2022-05-13,8660.42
7824,3135,2020-10-04,3495.76
7825,36600,2021-06-30,1466.7
7826,10680,2023-02-03,3891.33
7827,39699,2021-02-28,3860.1
7828,917,2021-12-20,1348.99
7829,28264,2021-11-01,5369.2
7830,2131,2024-09-22,1111.29
7831,30408,2023-08-31,2104.73
7832,21914,2021-10-11,7258.75
7833,26729,2025-03-10,3106.53
7834,5692,2022-11-25,6486.83
7835,31488,2023-05-21,2185.66
7836,47442,2023-09-13,5338.7
7837,37070,2020-02-16,1119.99
7838,6354,2022-08-11,527.79
7839,29413,2024-11-06,5546.01
7840,13148,2024-05-01,7805.16
7841,33402,2024-06-20,7065.93
7842,30332,2023-06-09,7752.17
7843,37217,2024-04-06,4898.34
7844,21894,2023-12-08,6995.61
7845,12935,2021-02-10,907.79
7846,1724,2025-03-22,8367.52
7847,21949,2024-01-26,3455.47
7848,33894,2025-01-12,8751.65
7849,44985,2020-05-03,5821.4
7850,32381,2024-11-05,1090.16
7851,30501,2024-09-13,4246.44
7852,49295,2021-12-30,8065.08
7853,44817,2021-02-03,2501.47
7854,24101,2024-12-06,1904.04
7855,26013,2023-04-02,271.26
7856,25859,2023-07-31,6915.42
7857,12235,2020-06-18,3816.92
7858,34408,2022-09-12,1833.37
7859,4909,2020-04-04,6048.69
7860,19078,2021-10-18,1523.22
7861,32867,2023-08-20,7273.96
7862,16600,2025-01-17,5874.03
7863,18163,2023-01-24,2547.22
7864,44775,2021-11-30,8756.41
7865,31458,2021-02-26,5634.5
7866,6582,2022-10-12,1376.27
7867,10712,2024-05-05,7215.82
7868,43021,2023-08-23,3213.64
7869,37099,2020-05-12,7771.07
7870,40019,2020-12-27,4074.73
7871,37107,2024-03-09,847.86
7872,1760,2021-09-22,6338.84
7873,17632,2020-03-04,3172.22
7874,47289,2023-12-14,9424.82
7875,12974,2022-07-23,8316.16
7876,47884,2021-01-04,3603.26
7877,32157,2023-07-14,356.98
7878,17505,2023-06-02,5422.51
7879,49473,2021-07-19,6493.39
7880,18225,2021-05-30,6859.47
7881,28799,2022-03-26,3558.2
7882,4996,2020-02-24,1501.36
7883,31693,2022-11-22,5638.16
7884,10455,2020-05-08,4925.91
7885,19947,2021-12-25,9941.77
7886,1074,2024-01-28,5789.11
7887,22796,2021-02-21,1898.49
7888,36947,2021-06-24,3678.94
7889,6388,2024-09-26,5359.46
7890,41185,2023-10-24,8392.33
7891,24290,2023-12-02,4861.38
7892,35806,2024-05-20,8024.53
7893,15723,2021-08-29,1641.66
7894,14447,2024-02-20,3881.86
7895,20870,2024-07-20,5239.02
7896,19020,2021-08-05,334.12
7897,49308,2024-11-13,7616.67
7898,36043,2022-05-10,8339.21
7899,32296,2024-05-15,3308.9
7900,49250,2023-06-20,9585.57
7901,20784,2023-05-11,7333.66
7902,22690,2023-12-21,8312.05
7903,16085,2022-06-03,6582.91
7904,14308,2020-03-29,8211.11
7905,45660,2023-05-19,9831.92
7906,24254,2022-04-22,8510.41
7907,42426,2021-07-10,4789.19
7908,46137,2024-12-31,6398.56
7909,19177,2020-10-15,5838.8
7910,21021,2024-05-23,5133.25
7911,47962,2022-09-21,7721.07
7912,30413,2020-07-13,4443.23
7913,31356,2023-05-31,3166.09
7914,39348,2021-10-13,517.99
7915,6498,2022-04-15,970.75
7916,5587,2023-03-29,2293.85
7917,39773,2023-02-11,1623.71
7918,30300,2020-08-29,383.35
7919,41630,2020-01-24,6991.41
7920,24919,2020-11-02,7627.75
7921,24660,2024-10-29,3608.39
7922,21329,2023-05-02,9863.88
7923,18842,2025-06-11,5921.12
7924,38841,2024-03-27,1090.15
7925,20463,2022-07-09,3712.24
7926,39975,2024-06-28,5866.71
7927,4093,2021-02-11,9560.24
7928,2081,2021-09-24,6858.7
7929,14158,2023-05-25,187.53
7930,44831,2024-07-21,6727.77
7931,34512,2024-09-03,6584.78
7932,21269,2020-10-27,8631.67
7933,30691,2020-07-03,1403.06
7934,36018,2020-02-14,8091.0
7935,4480,2021-09-25,8768.84
7936,40636,2023-07-21,8040.12
7937,41175,2024-05-05,4163.24
7938,46281,2023-11-28,6941.57
7939,43405,2023-01-25,8192.89
7940,31546,2025-02-27,9472.02
7941,41644,2022-03-07,3407.25
7942,6351,2020-12-07,2152.35
7943,25888,2023-01-04,7590.57
7944,16955,2023-04-29,1063.73
7945,40807,2023-03-31,5671.38
7946,38481,2024-05-22,8618.31
7947,2477,2022-02-11,2306.46
7948,14141,2023-10-27,3941.51
7949,552,2024-03-05,8259.67
7950,45138,2025-03-28,5071.78
7951,23714,2020-11-25,1860.36
7952,24689,2025-04-25,930.92
7953,9740,2021-09-24,5616.64
7954,48527,2020-06-01,315.29
7955,34814,2023-04-28,3465.26
7956,44907,2021-01-19,6159.37
7957,6616,2021-12-14,154.08
7958,44776,2024-06-02,8694.2
7959,37977,2021-11-10,9573.9
7960,21871,2023-08-03,4166.06
7961,216,2020-04-26,502.69
7962,49114,2021-12-21,2871.84
7963,32638,2023-05-12,6664.06
7964,43824,2024-12-01,523.02
7965,9017,2022-01-11,8556.2
7966,16221,2022-08-01,8052.8
7967,45628,2024-11-01,4680.84
7968,30152,2020-04-24,7727.32
7969,47441,2020-03-13,1783.57
7970,6902,2023-08-23,9570.6
7971,41259,2022-04-28,5028.42
7972,1238,2024-08-19,9852.87
7973,10834,2024-09-10,5311.91
7974,39771,2025-01-20,7124.65
7975,6208,2025-05-15,8017.07
7976,49922,2024-06-04,7932.07
7977,32513,2023-10-21,7393.64
7978,39542,2022-04-25,1453.36
7979,6976,2025-04-23,4147.34
7980,9705,2023-06-24,5463.57
7981,8520,2020-04-20,7112.39
7982,47957,2022-05-08,4019.43
7983,6680,2022-10-18,5615.55
7984,34178,2021-03-19,4295.8
7985,37478,2023-02-12,7163.89
7986,22492,2022-11-28,884.44
7987,418,2023-06-17,7170.59
7988,22840,2025-06-03,8403.05
7989,9676,2024-01-11,225.45
7990,16754,2020-07-30,5392.08
7991,18437,2025-04-26,2580.77
7992,49261,2023-07-12,4381.42
7993,34684,2025-03-28,7481.36
7994,16567,2021-11-23,7776.3
7995,13943,2023-04-17,4076.02
7996,19748,2022-01-22,1006.28
7997,2888,2020-12-04,6133.93
7998,24414,2025-05-05,2863.17
7999,25685,2021-07-17,1250.47
8000,9390,2021-10-13,3216.92
8001,8756,2022-04-13,5845.5
8002,30654,2023-10-11,9093.89
8003,44770,2023-07-24,2233.54
8004,644,2024-08-30,7662.98
8005,20664,2023-06-12,8636.56
8006,34059,2021-06-06,1564.88
8007,35945,2021-07-26,155.03
8008,47282,2020-10-10,9458.98
8009,40318,2021-04-04,1072.99
8010,3185,2023-07-08,1697.41
8011,45026,2021-01-04,4137.29
8012,24862,2024-01-10,3020.86
8013,32891,2021-06-10,9815.77
8014,49240,2021-02-19,8273.97
8015,12825,2025-02-15,6525.0
8016,33310,2020-10-23,361.79
8017,29351,2025-05-09,2496.72
8018,8172,2023-01-06,2012.66
8019,36816,2025-03-11,2682.38
8020,11850,2022-06-23,9498.44
8021,45023,2021-05-24,4125.79
8022,41852,2023-09-22,8752.46
8023,38795,2023-04-10,4783.23
8024,42569,2021-10-08,6670.13
8025,37284,2024-11-21,9420.2
8026,20080,2023-10-07,5864.51
8027,46803,2022-12-03,3630.75
8028,17076,2025-05-17,4780.56
8029,4613,2022-02-12,4740.49
8030,12108,2022-06-30,8020.22
8031,34048,2023-05-02,3423.73
8032,12942,2021-04-02,525.21
8033,916,2024-03-19,6763.91
8034,11796,2022-12-23,8565.35
8035,10156,2023-07-08,5062.71
8036,20580,2023-04-03,1485.68
8037,39924,2020-04-12,1535.23
8038,14505,2020-06-02,8931.78
8039,48494,2021-10-31,824.35
8040,44415,2022-06-16,5078.69
8041,45381,2023-10-26,3373.71
8042,17641,2025-04-21,2824.5
8043,19202,2020-09-19,1804.8
8044,25484,2025-03-16,3067.35
8045,49180,2024-07-04,7185.86
8046,27277,2024-06-10,6016.36
8047,30293,2022-10-13,918.18
8048,6455,2021-10-21,7563.11
8049,20360,2022-02-21,3609.57
8050,38780,2022-08-05,2250.54
8051,34165,2022-06-04,8192.76
8052,12044,2021-10-29,6395.58
8053,31017,2022-10-02,7251.68
8054,33836,2025-06-06,3126.44
8055,8203,2020-11-18,7514.08
8056,45843,2023-02-28,2826.56
8057,14140,2023-04-23,6832.53
8058,3784,2020-02-24,2259.11
8059,25499,2023-11-20,6375.27
8060,45255,2021-12-04,4619.28
8061,21973,2021-07-22,1648.63
8062,8091,2021-04-26,5978.83
8063,7182,2022-11-25,213.58
8064,16352,2021-01-26,6931.77
8065,39389,2022-02-15,9456.27
8066,45788,2021-11-05,8971.21
8067,5878,2023-11-06,9755.35
8068,34690,2023-01-16,4438.42
8069,4020,2024-02-04,8312.05
8070,10335,2023-12-13,1502.42
8071,8460,2020-05-18,268.51
8072,20673,2021-01-10,1670.77
8073,5085,2025-04-09,4490.25
8074,49246,2021-02-12,1710.94
8075,8490,2020-01-01,4596.44
8076,8705,2024-12-05,2433.86
8077,23958,2023-02-22,2240.02
8078,48490,2021-09-23,9202.98
8079,2254,2025-06-18,5249.75
