customer_id,join_date,region
13605,2023-08-05,West
13606,2024-12-26,North
13607,2022-08-12,North
13608,2023-09-17,South
13609,2024-03-30,North
13610,2022-04-29,West
13611,2023-07-02,North
13612,2021-08-26,South
13613,2024-03-13,West
13614,2024-12-19,North
13615,2024-10-07,East
13616,2021-08-28,East
13617,2024-10-26,West
13618,2025-01-10,North
13619,2022-04-09,South
13620,2024-01-26,East
13621,2023-05-07,North
13622,2023-07-18,North
13623,2022-01-15,South
13624,2021-07-11,South
13625,2020-03-04,North
13626,2023-06-07,South
13627,2022-07-30,West
13628,2025-05-29,East
13629,2020-09-05,East
13630,2023-06-23,North
13631,2022-07-28,North
13632,2024-05-29,South
13633,2020-06-05,East
13634,2022-01-04,South
13635,2024-09-21,North
13636,2022-09-11,North
13637,2024-05-06,North
13638,2025-05-27,North
13639,2023-01-16,North
13640,2023-08-29,North
13641,2025-02-17,West
13642,2022-12-25,West
13643,2021-10-23,South
13644,2022-11-09,West
13645,2020-02-02,South
13646,2025-02-06,South
13647,2024-12-21,West
13648,2021-07-11,East
13649,2020-03-13,South
13650,2025-03-04,North
13651,2022-04-04,South
13652,2023-09-28,South
13653,2023-03-02,East
13654,2022-12-14,North
13655,2020-03-01,East
13656,2025-02-23,East
13657,2024-03-23,East
13658,2020-09-28,South
13659,2020-09-02,North
13660,2023-04-14,North
13661,2021-09-19,East
13662,2023-09-02,West
13663,2024-12-11,North
13664,2021-12-05,North
13665,2021-10-23,East
13666,2023-02-28,South
13667,2023-01-30,East
13668,2020-11-05,West
13669,2024-12-10,West
13670,2023-08-08,East
13671,2024-10-11,West
13672,2021-05-09,South
13673,2023-10-16,South
13674,2020-12-03,South
13675,2021-08-01,West
13676,2020-01-10,South
13677,2020-02-18,East
13678,2024-02-19,South
13679,2021-09-14,West
13680,2023-09-06,North
13681,2021-12-31,West
13682,2024-05-11,East
13683,2022-03-05,East
13684,2022-08-28,West
13685,2024-07-06,South
13686,2020-05-12,South
13687,2024-05-25,North
13688,2020-03-23,South
13689,2020-02-26,East
13690,2021-01-10,South
13691,2020-12-14,West
13692,2020-09-27,West
13693,2024-02-15,North
13694,2020-04-20,East
13695,2022-05-18,West
13696,2022-06-05,East
13697,2020-03-16,South
13698,2023-03-27,North
13699,2024-04-04,North
13700,2025-05-10,South
13701,2024-07-24,West
13702,2020-11-24,East
13703,2020-05-01,East
13704,2020-02-10,East
13705,2023-04-05,West
13706,2022-07-10,South
13707,2021-10-03,East
13708,2022-11-12,West
13709,2020-10-05,East
13710,2022-02-01,West
13711,2021-04-13,South
13712,2023-11-24,East
13713,2020-01-09,South
13714,2020-01-13,North
13715,2022-07-12,West
13716,2022-07-11,North
13717,2025-01-16,South
13718,2025-01-29,South
13719,2022-12-11,South
13720,2023-05-17,East
13721,2024-04-22,East
13722,2024-06-23,South
13723,2024-09-24,South
13724,2023-11-26,East
13725,2023-04-29,East
13726,2022-12-10,West
13727,2023-11-17,South
13728,2021-10-14,East
13729,2024-08-30,East
13730,2025-01-20,North
13731,2021-09-12,South
13732,2024-10-08,South
13733,2025-05-16,East
13734,2023-08-16,North
13735,2024-07-03,West
13736,2020-07-14,South
13737,2021-02-20,West
13738,2021-10-25,South
13739,2023-12-14,East
13740,2024-11-13,West
13741,2024-07-21,South
13742,2024-06-28,West
13743,2024-03-25,East
13744,2023-10-11,North
13745,2020-05-27,North
13746,2022-09-27,West
13747,2023-10-20,West
13748,2020-12-29,West
13749,2025-06-17,South
13750,2024-08-02,East
13751,2024-09-21,West
13752,2021-02-05,North
13753,2021-08-28,South
13754,2024-02-24,West
13755,2020-08-16,South
13756,2024-05-17,West
13757,2025-02-18,West
13758,2021-06-20,South
13759,2020-09-24,East
13760,2023-11-29,East
13761,2024-12-21,North
13762,2022-10-31,East
13763,2023-09-05,East
13764,2024-10-02,South
13765,2020-05-05,South
13766,2020-11-01,North
13767,2024-09-21,West
13768,2024-03-14,South
13769,2023-01-17,South
13770,2023-10-10,South
13771,2021-09-19,East
13772,2023-10-07,South
13773,2021-11-19,North
13774,2022-11-03,North
13775,2023-07-04,South
13776,2023-05-17,West
13777,2020-10-07,South
13778,2021-03-18,North
13779,2025-02-06,West
13780,2022-04-16,East
13781,2021-01-23,South
13782,2021-09-08,North
13783,2024-02-15,East
13784,2020-05-26,North
13785,2023-07-26,East
13786,2021-06-04,North
13787,2021-09-21,North
13788,2024-06-17,East
13789,2021-03-09,South
13790,2020-05-23,North
13791,2020-10-15,West
13792,2023-11-10,South
13793,2020-01-14,West
13794,2020-09-13,North
13795,2023-10-01,East
13796,2024-09-17,South
13797,2023-09-30,East
13798,2023-11-24,East
13799,2023-05-15,West
13800,2022-05-07,West
13801,2022-07-31,South
13802,2023-04-10,South
13803,2021-04-08,South
13804,2020-09-26,West
13805,2023-05-29,West
13806,2023-03-21,East
13807,2021-09-14,East
13808,2023-04-21,East
13809,2023-11-23,South
13810,2025-02-17,North
13811,2020-03-12,West
13812,2023-12-12,South
13813,2025-04-05,West
13814,2023-07-30,North
13815,2020-03-14,West
13816,2020-12-20,West
13817,2024-10-16,West
13818,2021-05-11,East
13819,2023-09-13,North
13820,2022-09-14,South
13821,2024-04-07,South
13822,2021-08-02,South
13823,2022-06-28,North
13824,2024-01-10,West
13825,2021-01-07,South
13826,2020-12-27,North
13827,2020-04-02,East
13828,2023-09-06,North
13829,2020-11-19,East
13830,2021-01-18,North
13831,2021-07-28,East
13832,2022-01-05,South
13833,2022-01-06,North
13834,2025-03-19,East
13835,2020-12-11,West
13836,2025-02-15,South
13837,2023-01-31,South
13838,2023-05-23,East
13839,2023-04-30,East
13840,2024-08-22,North
13841,2025-03-22,East
13842,2021-12-19,East
13843,2022-02-19,West
13844,2022-10-16,South
13845,2023-05-02,East
13846,2023-11-04,East
13847,2023-11-27,West
13848,2021-10-25,East
13849,2024-11-07,West
13850,2021-08-22,South
13851,2020-01-11,South
13852,2020-07-05,West
13853,2021-12-26,West
13854,2022-11-04,South
13855,2022-02-16,South
13856,2023-08-13,West
13857,2021-02-14,North
13858,2022-08-13,South
13859,2021-08-07,South
13860,2022-12-11,West
13861,2024-07-21,West
13862,2022-11-17,West
13863,2021-07-30,North
13864,2022-11-06,West
13865,2023-10-06,North
13866,2023-12-22,West
13867,2024-07-31,West
13868,2025-01-28,North
13869,2023-06-06,East
13870,2024-11-24,South
13871,2022-09-15,West
13872,2023-05-18,East
13873,2023-12-25,North
13874,2023-08-10,West
13875,2022-01-12,North
13876,2024-11-11,North
13877,2024-05-24,North
13878,2023-02-01,East
13879,2020-07-22,North
13880,2022-12-12,South
13881,2022-08-31,West
13882,2022-07-28,West
13883,2023-10-30,South
13884,2025-02-08,West
13885,2022-12-13,South
13886,2023-07-23,East
13887,2023-09-20,North
13888,2022-11-20,East
13889,2023-03-04,South
13890,2022-12-17,North
13891,2020-04-14,East
13892,2023-07-13,North
13893,2024-03-25,North
13894,2024-02-28,East
13895,2020-09-09,West
13896,2020-10-21,South
13897,2021-10-29,East
13898,2023-03-27,East
13899,2021-07-02,West
13900,2021-09-22,South
13901,2022-12-26,East
13902,2024-11-12,North
13903,2020-10-25,South
13904,2024-01-26,West
13905,2024-10-14,East
13906,2025-01-17,North
13907,2020-04-10,South
13908,2022-12-15,East
13909,2020-11-27,South
13910,2022-04-15,North
13911,2024-11-09,North
13912,2021-01-27,South
13913,2024-11-01,North
13914,2022-05-23,North
13915,2021-01-15,South
13916,2020-04-01,South
13917,2024-12-19,West
13918,2021-03-22,East
13919,2020-04-18,West
13920,2020-11-12,West
13921,2023-04-06,West
13922,2025-01-09,West
13923,2025-04-27,East
13924,2023-12-29,South
13925,2021-03-17,North
13926,2020-08-05,North
13927,2023-05-30,South
13928,2021-11-03,South
13929,2024-03-31,South
13930,2020-10-04,North
13931,2022-10-05,West
13932,2021-07-22,West
13933,2024-05-16,West
13934,2022-10-06,East
13935,2022-05-24,West
13936,2021-04-10,East
13937,2022-04-18,North
13938,2022-01-23,East
13939,2024-06-13,South
13940,2024-05-26,South
13941,2022-04-17,North
13942,2020-01-30,West
13943,2020-12-24,North
13944,2025-04-26,South
13945,2023-08-04,West
13946,2020-03-26,South
13947,2023-06-11,North
13948,2022-01-16,West
13949,2020-11-08,North
13950,2020-12-30,South
13951,2024-12-05,West
13952,2024-12-27,South
13953,2025-02-05,West
13954,2022-06-23,East
13955,2023-07-16,East
13956,2021-11-28,South
13957,2020-05-10,North
13958,2022-03-13,East
13959,2022-02-27,East
13960,2025-01-29,West
13961,2020-12-16,West
13962,2020-06-28,West
13963,2024-12-30,South
13964,2024-02-12,North
13965,2025-03-27,North
13966,2023-04-01,West
13967,2024-12-11,South
13968,2025-03-26,West
13969,2023-01-24,North
13970,2022-02-12,South
13971,2021-05-24,West
13972,2020-12-30,West
13973,2022-09-07,North
13974,2020-12-18,South
13975,2022-03-10,North
13976,2023-12-30,South
13977,2023-01-11,South
13978,2023-06-02,West
13979,2021-02-15,North
13980,2022-01-04,South
13981,2022-09-07,East
13982,2020-04-27,West
13983,2021-04-26,North
13984,2020-07-10,South
13985,2021-08-13,West
13986,2021-08-12,North
13987,2021-10-20,North
13988,2020-04-16,West
13989,2021-01-16,South
13990,2022-02-21,West
13991,2021-01-24,East
13992,2020-08-31,West
13993,2021-08-07,North
13994,2022-05-18,East
13995,2021-04-12,East
13996,2022-05-15,South
13997,2022-07-22,West
13998,2024-04-10,South
13999,2023-05-18,West
14000,2021-08-26,North
14001,2024-07-18,South
14002,2022-10-11,North
14003,2025-05-24,North
14004,2023-01-01,East
14005,2024-07-16,South
14006,2023-08-25,West
14007,2024-09-15,South
14008,2024-09-18,North
14009,2024-09-29,East
14010,2024-06-01,South
14011,2022-05-09,East
14012,2023-04-24,East
14013,2025-02-22,North
14014,2023-06-30,South
14015,2020-01-13,South
14016,2020-10-25,South
14017,2023-01-04,East
14018,2022-12-10,West
14019,2022-02-25,South
14020,2020-05-28,North
14021,2024-10-20,East
14022,2020-05-01,West
14023,2023-05-19,South
14024,2023-07-27,West
14025,2021-06-21,East
14026,2024-09-04,West
14027,2023-03-25,East
14028,2023-06-15,West
14029,2021-01-10,West
14030,2020-03-22,East
14031,2021-05-06,West
14032,2020-12-21,North
14033,2022-07-13,South
14034,2023-07-20,West
14035,2024-05-22,West
14036,2022-12-03,West
14037,2022-10-01,South
14038,2024-05-15,East
14039,2020-05-02,South
14040,2023-10-04,West
14041,2021-12-08,East
14042,2020-11-25,West
14043,2023-12-03,East
14044,2022-09-17,West
14045,2020-11-18,West
14046,2023-02-08,East
14047,2022-02-08,North
14048,2023-01-17,South
14049,2021-03-08,East
14050,2021-12-10,South
14051,2022-03-04,North
14052,2021-12-12,North
14053,2023-01-27,East
14054,2021-06-22,North
14055,2021-08-23,North
14056,2023-03-15,West
14057,2024-09-13,West
14058,2020-09-13,North
14059,2023-04-27,West
14060,2023-06-17,North
14061,2022-05-20,West
14062,2022-06-17,North
14063,2024-03-06,North
14064,2024-09-27,South
14065,2022-03-19,North
14066,2021-11-07,South
14067,2025-01-16,East
14068,2020-09-27,North
14069,2024-03-23,North
14070,2021-07-03,South
14071,2023-02-11,North
14072,2023-09-24,West
14073,2021-07-21,South
14074,2025-05-20,South
14075,2022-09-12,West
14076,2020-12-24,North
14077,2024-07-31,East
14078,2024-06-25,East
14079,2023-09-19,East
14080,2024-09-08,South
14081,2023-04-07,South
14082,2023-09-24,West
14083,2022-03-08,North
14084,2023-07-08,West
14085,2022-06-05,South
14086,2024-10-24,East
14087,2023-05-07,North
14088,2020-07-29,East
14089,2020-10-13,North
14090,2024-09-11,East
14091,2024-11-20,North
14092,2022-01-12,East
14093,2024-02-04,West
14094,2024-02-14,South
14095,2022-11-12,West
14096,2024-05-02,East
14097,2023-02-06,North
14098,2020-10-22,West
14099,2020-01-06,East
14100,2021-07-03,South
14101,2021-11-11,North
14102,2025-03-06,West
14103,2022-03-05,South
14104,2020-07-21,East
14105,2020-11-20,North
14106,2022-04-04,East
14107,2024-12-13,North
14108,2020-08-31,South
14109,2020-11-22,South
14110,2022-09-13,South
14111,2022-12-06,West
14112,2022-01-30,West
14113,2024-06-02,West
14114,2024-07-03,East
14115,2022-11-02,West
14116,2022-06-25,North
14117,2023-11-04,South
14118,2020-12-30,East
14119,2024-06-13,East
14120,2023-09-27,West
14121,2025-02-26,North
14122,2024-12-20,South
14123,2023-05-29,East
14124,2020-03-13,South
14125,2024-11-04,North
14126,2024-11-30,South
14127,2024-07-06,West
14128,2022-12-05,South
14129,2024-03-07,East
14130,2020-09-30,West
14131,2024-04-27,West
14132,2020-07-26,West
14133,2025-05-06,West
14134,2025-02-27,East
14135,2024-06-26,North
14136,2020-05-03,North
14137,2022-10-30,West
14138,2023-09-14,North
14139,2023-04-25,East
14140,2021-06-26,North
14141,2024-08-18,North
14142,2020-02-29,East
14143,2024-11-19,North
14144,2022-06-17,West
14145,2022-06-04,West
14146,2025-05-28,East
14147,2022-02-20,West
14148,2021-03-17,West
14149,2023-05-25,West
14150,2022-06-29,West
14151,2022-10-22,West
14152,2024-04-08,North
14153,2024-10-07,East
14154,2022-04-11,South
14155,2022-10-04,East
14156,2024-09-30,East
14157,2023-10-11,East
14158,2021-09-17,North
14159,2024-12-20,East
14160,2024-08-17,East
14161,2023-04-03,North
14162,2022-09-24,West
14163,2022-01-03,South
14164,2020-03-31,West
14165,2020-06-15,East
14166,2022-08-16,West
14167,2020-07-25,North
14168,2023-07-29,South
14169,2022-12-24,West
14170,2025-03-26,East
14171,2021-05-30,South
14172,2023-03-26,East
14173,2024-11-19,West
14174,2024-11-27,West
14175,2022-01-16,East
14176,2020-11-01,South
14177,2025-03-16,South
14178,2021-01-29,South
14179,2023-01-02,West
14180,2020-07-05,West
14181,2024-05-16,East
14182,2023-09-22,East
14183,2024-08-26,North
14184,2024-05-10,North
14185,2021-09-14,North
14186,2021-12-30,East
14187,2020-08-27,South
14188,2021-06-16,North
14189,2020-05-20,East
14190,2023-07-12,West
14191,2020-05-18,South
14192,2021-04-03,North
14193,2020-03-10,West
14194,2021-01-19,South
14195,2021-09-21,South
14196,2020-07-16,West
14197,2020-07-23,North
14198,2024-10-15,North
14199,2021-07-21,West
14200,2024-12-27,West
14201,2022-09-08,West
14202,2022-03-15,East
14203,2024-09-06,South
14204,2022-05-08,North
14205,2022-05-31,North
14206,2022-08-31,West
14207,2021-10-01,South
14208,2023-12-25,West
14209,2025-03-28,South
14210,2020-11-20,West
14211,2021-03-17,West
14212,2022-03-14,South
14213,2020-10-14,North
14214,2020-08-13,North
14215,2022-12-23,East
14216,2022-08-24,South
14217,2022-07-26,North
14218,2021-07-13,North
14219,2021-12-14,South
14220,2021-05-12,North
14221,2022-04-28,South
14222,2022-07-14,North
14223,2025-04-24,West
14224,2020-02-29,South
14225,2023-11-21,South
14226,2020-09-13,North
14227,2021-07-30,South
14228,2020-08-26,East
14229,2024-12-29,East
14230,2020-02-07,South
14231,2020-01-25,East
14232,2021-02-13,North
14233,2021-04-05,North
14234,2024-05-13,South
14235,2022-09-14,North
14236,2023-12-11,North
14237,2020-12-22,East
14238,2021-01-17,North
14239,2025-01-06,North
14240,2023-03-27,East
14241,2021-07-22,West
14242,2023-12-27,South
14243,2022-12-07,South
14244,2023-09-13,West
14245,2021-03-08,East
14246,2023-12-25,East
14247,2020-02-25,North
14248,2021-07-30,North
14249,2020-09-24,South
14250,2020-03-09,South
14251,2024-10-17,East
14252,2022-06-20,North
14253,2024-06-12,East
14254,2024-01-12,West
14255,2022-03-03,South
14256,2020-09-13,South
14257,2021-11-02,East
14258,2021-05-04,North
14259,2022-01-15,North
14260,2024-07-24,West
14261,2020-02-18,West
14262,2024-08-09,West
14263,2020-11-11,East
14264,2021-02-16,South
14265,2021-03-09,East
14266,2022-10-22,East
14267,2025-02-07,North
14268,2025-05-29,West
14269,2023-03-14,South
14270,2025-06-02,West
14271,2023-10-21,West
14272,2021-02-23,West
14273,2024-05-15,South
14274,2024-12-13,North
14275,2024-05-03,South
14276,2022-04-23,South
14277,2024-01-07,North
14278,2022-07-04,South
14279,2021-03-09,South
14280,2021-10-04,East
14281,2024-04-27,South
14282,2020-02-26,East
14283,2024-05-04,East
14284,2022-08-21,East
14285,2022-09-03,West
14286,2023-04-16,North
14287,2023-08-09,West
14288,2020-02-15,North
14289,2023-04-08,South
14290,2023-07-18,East
14291,2021-02-20,West
14292,2022-04-27,South
14293,2020-05-18,West
14294,2020-09-03,South
14295,2023-03-17,West
14296,2020-08-17,South
14297,2022-03-02,South
14298,2021-09-28,West
14299,2024-09-23,South
14300,2021-01-08,East
14301,2023-01-08,East
14302,2024-06-17,East
14303,2022-01-07,East
14304,2022-12-24,North
14305,2020-03-28,West
14306,2023-01-16,East
14307,2021-12-13,East
14308,2024-10-15,East
14309,2023-05-12,North
14310,2025-04-20,West
14311,2023-11-06,South
14312,2021-08-23,North
14313,2024-02-08,East
14314,2024-05-15,East
14315,2024-12-11,North
14316,2024-06-17,West
14317,2025-01-16,West
14318,2021-06-22,South
14319,2020-08-01,North
14320,2020-03-14,West
14321,2020-03-01,North
14322,2021-11-28,West
14323,2024-04-15,West
14324,2023-05-27,East
14325,2020-01-12,West
14326,2022-03-24,West
14327,2023-12-09,North
14328,2020-02-01,West
14329,2023-03-29,West
14330,2022-09-27,North
14331,2020-08-24,West
14332,2024-10-28,North
14333,2023-04-19,North
14334,2025-01-26,North
14335,2021-07-11,North
14336,2023-09-26,East
14337,2024-01-21,East
14338,2023-01-08,East
14339,2021-10-08,East
14340,2024-11-30,North
14341,2022-09-13,North
14342,2022-03-30,North
14343,2024-11-17,North
14344,2021-04-17,East
14345,2024-08-21,West
14346,2024-10-04,East
14347,2020-04-21,North
14348,2023-08-08,North
14349,2025-05-27,West
14350,2025-01-19,North
14351,2024-07-12,West
14352,2021-01-17,North
14353,2020-01-17,West
14354,2021-05-07,South
14355,2023-09-16,South
14356,2022-07-14,South
14357,2024-10-28,South
14358,2025-03-11,North
14359,2024-02-18,North
14360,2023-11-30,North
14361,2020-04-26,South
14362,2024-04-27,West
14363,2022-05-29,West
14364,2020-04-24,South
14365,2024-12-23,North
14366,2024-04-21,South
14367,2022-03-24,East
14368,2024-07-06,West
14369,2024-04-19,South
14370,2021-10-05,South
14371,2023-09-21,South
14372,2020-12-01,South
14373,2022-07-10,North
14374,2025-03-27,West
14375,2024-10-29,East
14376,2020-05-26,North
14377,2020-05-01,South
14378,2020-03-21,South
14379,2021-11-15,South
14380,2024-08-16,South
14381,2021-10-23,West
14382,2021-01-09,South
14383,2024-05-12,East
14384,2020-03-03,North
14385,2021-05-18,West
14386,2021-10-29,South
14387,2021-03-24,East
14388,2023-12-22,North
14389,2022-05-17,North
14390,2023-12-21,West
14391,2023-12-15,North
14392,2023-09-07,South
14393,2025-04-20,South
14394,2021-11-10,East
14395,2023-04-04,East
14396,2024-06-08,North
14397,2025-06-03,West
14398,2024-07-30,South
14399,2021-04-05,North
14400,2021-04-03,West
14401,2023-04-27,North
14402,2021-04-08,West
14403,2022-06-30,East
14404,2021-01-13,South
14405,2022-10-22,East
14406,2024-06-29,South
14407,2020-12-29,West
14408,2020-03-12,West
14409,2023-12-21,North
14410,2021-09-29,West
14411,2023-04-08,West
14412,2023-05-13,North
14413,2025-01-22,North
14414,2020-12-02,South
14415,2024-02-04,West
14416,2020-07-13,North
14417,2024-08-20,South
14418,2022-10-08,South
14419,2021-10-14,East
14420,2023-07-22,North
14421,2020-01-07,East
14422,2022-06-23,South
14423,2022-09-05,West
14424,2021-07-19,North
14425,2021-09-07,North
14426,2025-02-20,South
14427,2025-02-16,North
14428,2021-07-26,South
14429,2021-08-21,North
14430,2022-02-08,North
14431,2023-04-16,West
14432,2020-08-29,South
14433,2023-05-11,East
14434,2024-04-15,West
14435,2024-12-29,South
14436,2024-01-25,North
14437,2023-01-08,South
14438,2024-03-26,South
14439,2023-12-11,West
14440,2022-02-04,South
14441,2021-01-18,North
14442,2021-01-25,East
14443,2022-06-14,East
14444,2024-12-27,North
14445,2021-11-18,East
14446,2023-02-23,West
14447,2024-02-26,South
14448,2020-02-16,South
14449,2024-10-07,East
14450,2024-02-08,East
14451,2025-05-26,East
14452,2021-09-10,West
14453,2021-04-08,South
14454,2024-12-15,South
14455,2025-02-15,North
14456,2020-05-02,North
14457,2024-02-06,West
14458,2020-05-13,South
14459,2024-06-30,South
14460,2025-01-14,North
14461,2022-04-20,North
14462,2024-05-04,South
14463,2022-04-28,West
14464,2021-08-29,East
14465,2024-12-08,West
14466,2020-01-23,South
14467,2021-07-19,East
14468,2025-03-24,West
14469,2022-02-04,West
14470,2022-08-22,South
14471,2020-08-22,North
14472,2022-09-22,West
14473,2022-12-18,West
14474,2023-04-02,North
14475,2024-11-29,West
14476,2022-04-05,West
14477,2020-08-03,North
14478,2023-04-21,South
14479,2024-05-11,South
14480,2021-10-18,South
14481,2022-07-23,East
14482,2023-01-18,South
14483,2025-06-10,East
14484,2020-11-06,East
14485,2021-07-10,East
14486,2022-08-29,North
14487,2020-09-13,East
14488,2021-06-16,East
14489,2024-04-05,North
14490,2020-02-21,West
14491,2023-09-23,West
14492,2023-04-09,East
14493,2025-05-25,South
14494,2022-12-26,West
14495,2024-07-06,South
14496,2020-10-26,North
14497,2021-11-02,West
14498,2022-02-16,North
14499,2022-04-11,East
14500,2020-08-19,West
14501,2022-09-01,East
14502,2025-02-03,East
14503,2022-12-27,North
14504,2024-03-09,West
14505,2020-01-28,West
14506,2025-05-26,West
14507,2024-07-09,East
14508,2022-12-10,West
14509,2024-09-12,South
14510,2023-07-07,South
14511,2021-08-13,East
14512,2022-02-23,North
14513,2021-09-11,South
14514,2025-06-09,North
14515,2021-08-08,West
14516,2024-09-06,South
14517,2022-09-28,East
14518,2020-07-02,East
14519,2022-11-12,North
14520,2024-12-14,East
14521,2020-05-08,North
14522,2020-10-17,North
14523,2025-01-29,South
14524,2021-05-15,South
14525,2020-07-04,East
14526,2021-04-23,North
14527,2024-05-13,South
14528,2021-05-06,West
14529,2021-05-27,East
14530,2024-07-24,East
14531,2022-12-26,West
14532,2025-01-02,West
14533,2021-04-11,West
14534,2020-10-11,South
14535,2021-08-23,West
14536,2023-12-11,East
14537,2023-01-28,South
14538,2020-07-07,North
14539,2022-09-15,West
14540,2022-06-08,East
14541,2025-02-24,West
14542,2021-01-22,North
14543,2020-08-28,South
14544,2024-12-10,North
14545,2024-10-20,South
14546,2021-02-20,East
14547,2025-04-25,East
14548,2020-06-24,East
14549,2021-01-21,North
14550,2024-02-03,West
14551,2022-05-02,West
14552,2023-06-10,North
14553,2021-10-24,West
14554,2021-03-27,North
14555,2020-10-03,West
14556,2023-06-06,South
14557,2023-04-09,East
14558,2024-10-24,West
14559,2020-07-31,North
14560,2023-07-29,South
14561,2020-02-10,West
14562,2023-02-19,West
14563,2023-06-04,North
14564,2020-10-20,South
14565,2021-08-22,East
14566,2023-07-14,North
14567,2021-06-24,West
14568,2024-11-17,East
14569,2025-01-25,West
14570,2021-03-26,North
14571,2024-01-12,South
14572,2024-11-14,East
14573,2022-12-20,North
14574,2024-03-05,North
14575,2023-03-16,East
14576,2024-09-05,South
14577,2025-05-22,West
14578,2022-02-28,East
14579,2020-11-29,North
14580,2025-03-19,East
14581,2025-05-30,East
14582,2022-06-09,South
14583,2023-03-11,South
14584,2020-02-13,West
14585,2020-05-23,East
14586,2025-03-03,South
14587,2020-11-28,South
14588,2022-09-24,North
14589,2024-02-29,South
14590,2023-11-20,East
14591,2020-02-24,East
14592,2023-08-23,North
14593,2022-05-19,North
14594,2023-12-17,North
14595,2023-12-11,East
14596,2024-08-23,East
14597,2022-03-07,West
14598,2020-11-20,South
14599,2024-09-29,North
14600,2024-08-21,South
14601,2020-03-20,South
14602,2022-11-20,West
14603,2022-09-11,East
14604,2023-02-09,South
14605,2021-07-11,North
14606,2022-05-14,North
14607,2021-12-17,East
14608,2024-05-06,East
14609,2024-07-31,East
14610,2021-04-16,North
14611,2020-03-14,East
14612,2024-04-25,West
14613,2024-02-11,West
14614,2021-08-11,North
14615,2023-11-11,West
14616,2024-09-18,South
14617,2025-03-20,East
14618,2021-07-17,West
14619,2025-05-07,East
14620,2023-12-27,West
14621,2023-12-06,East
14622,2021-04-11,North
14623,2021-08-21,South
14624,2024-07-02,East
14625,2022-09-18,South
14626,2025-04-16,East
14627,2022-01-06,North
14628,2022-09-20,South
14629,2020-09-04,West
14630,2024-05-23,South
14631,2023-02-17,East
14632,2020-03-07,South
14633,2021-07-26,North
14634,2025-06-02,South
14635,2023-09-12,South
14636,2025-04-27,South
14637,2021-12-03,West
14638,2021-04-14,South
14639,2021-05-07,East
14640,2024-09-20,East
14641,2021-10-24,South
14642,2020-10-12,South
14643,2025-06-02,West
14644,2025-04-21,North
14645,2024-06-19,East
14646,2020-11-07,West
14647,2020-11-04,East
14648,2022-02-13,East
14649,2023-01-25,South
14650,2022-08-22,East
14651,2023-02-10,North
14652,2024-07-18,North
14653,2021-03-31,North
14654,2024-01-26,West
14655,2025-05-25,North
14656,2020-05-11,North
14657,2022-07-18,East
14658,2022-08-22,West
14659,2022-07-17,South
14660,2020-04-30,West
14661,2023-05-05,West
14662,2025-01-03,South
14663,2024-02-14,South
14664,2021-09-25,South
14665,2024-12-22,East
14666,2022-06-15,East
14667,2022-02-10,East
14668,2022-11-28,North
14669,2021-07-19,South
14670,2021-05-26,East
14671,2024-02-06,East
14672,2023-03-30,West
14673,2020-10-15,East
14674,2020-07-18,South
14675,2024-12-16,South
14676,2021-06-11,North
14677,2022-07-05,North
14678,2024-09-04,West
14679,2024-03-06,North
14680,2023-06-25,South
14681,2023-11-07,North
14682,2023-05-26,North
14683,2023-01-15,East
14684,2023-01-10,South
14685,2022-12-21,West
14686,2022-03-09,North
14687,2024-03-03,North
14688,2022-12-01,West
14689,2020-01-12,West
14690,2022-04-12,South
14691,2024-11-04,West
14692,2022-04-20,North
14693,2021-10-04,South
14694,2023-02-12,South
14695,2023-05-26,West
14696,2024-07-30,South
14697,2020-04-15,North
14698,2021-11-21,North
14699,2021-06-11,North
14700,2024-02-04,South
14701,2024-11-12,West
14702,2022-04-25,North
14703,2022-06-11,East
14704,2021-01-21,West
14705,2023-06-03,South
14706,2021-04-25,North
14707,2024-11-12,South
14708,2021-02-11,North
14709,2024-01-20,South
14710,2024-08-03,East
14711,2022-06-16,South
14712,2021-12-11,South
14713,2024-07-05,South
14714,2021-09-30,North
14715,2022-11-10,West
14716,2024-08-09,South
14717,2024-06-12,West
14718,2022-03-25,North
14719,2022-07-06,South
14720,2020-07-21,North
14721,2021-02-20,West
14722,2021-02-19,North
14723,2024-01-11,North
14724,2024-03-15,West
14725,2020-03-25,North
14726,2020-06-15,West
14727,2021-01-18,West
14728,2021-04-12,South
14729,2022-12-31,South
14730,2022-03-20,North
14731,2022-09-23,North
14732,2024-03-24,North
14733,2024-12-21,East
14734,2021-04-17,East
14735,2022-09-19,South
14736,2023-07-05,West
14737,2020-10-01,East
14738,2024-11-08,East
14739,2022-11-09,West
14740,2024-02-22,North
14741,2024-11-03,North
14742,2021-05-04,East
14743,2024-10-22,East
14744,2020-11-21,West
14745,2021-06-12,West
14746,2022-06-10,East
14747,2020-03-29,West
14748,2021-04-30,North
14749,2021-12-08,South
14750,2020-12-15,East
14751,2023-01-12,South
14752,2021-01-21,West
14753,2020-03-27,South
14754,2020-11-02,East
14755,2025-02-16,West
14756,2023-03-23,South
14757,2021-03-15,North
14758,2022-01-09,East
14759,2025-06-06,East
14760,2020-09-20,East
14761,2022-09-03,East
14762,2022-01-04,West
14763,2021-02-24,North
14764,2021-05-07,North
14765,2021-09-24,South
14766,2022-09-19,East
14767,2021-02-14,East
14768,2020-06-21,South
14769,2020-01-04,West
